implementation,workload,request_rate,seed,ttft_mean,ttft_p50,ttft_p95,ttft_p99,ttft_max,tpot_mean,tpot_p50,tpot_p95,tpot_p99,tpot_max,e2e_mean,e2e_p50,e2e_p95,e2e_p99,e2e_max
paper-faithful-v4,bursty,8,2,374.44812653950055,111.60850524902344,1122.4703192710876,7036.305487155917,11138.086557388306,60.434677077687404,48.350865416454546,138.1977462454846,256.7903347313404,430.99114298820496,9442.015528399323,6339.10785199987,28318.23680450907,40904.405570198316,51750.98301099206
paper-faithful-v4,bursty,8,3,364.91309530445875,128.59392166137695,1453.7595272064207,4558.92117500305,7792.871952056885,102.32329234949479,62.22971972454799,207.8613346510559,1193.6064052581787,1831.35586977005,12438.678838489503,9206.728475008276,38400.285145192174,51617.68186960252,63562.19526199857
paper-faithful-v4,bursty,20,1,245.76578737092618,88.30404281616211,717.1717286109924,3670.032274723052,8091.942071914673,97.2075716952217,45.39448650722987,248.31095136081177,1647.4521522011025,2891.9108361005783,11398.700409119243,6153.09945899935,38625.333506246534,93832.84943814286,112555.87009699957
paper-faithful-v4,bursty,20,2,1790.5344062435634,230.07583618164062,9373.124551773055,20596.370267868017,25421.648502349854,253.63445491027358,124.90274372710485,1064.3427516660115,2306.1260286010856,3317.5458908081055,25153.655616215798,19472.473983012605,72761.53638779942,90500.33407095702,108216.19780000765
paper-faithful-v4,bursty,20,3,399.7310858506423,130.79428672790527,1708.2515716552714,5392.114639282226,6216.440916061401,149.84826177134937,74.20137524604797,543.5191932651727,861.586464047432,1125.9403973817825,17169.72010594396,9245.833066001069,61358.97741140506,74319.85228512727,88103.20369499095
paper-faithful-v4,steady,8,1,144.7151342830057,116.52541160583496,292.93460845947254,682.0954775810239,2297.3365783691406,56.948521854862186,54.583942182219346,88.30832126534871,117.44660441295161,351.26088559627533,9534.443678380834,6401.859229001275,26258.479827946547,31248.315057254196,39665.38313700585
paper-faithful-v4,steady,8,2,133.98493337866896,114.29762840270996,270.51439285278326,571.7641377449036,1006.1969757080078,54.884934635641066,51.66085032017335,88.47693727566646,101.64354568178005,142.80928671360016,9242.858366767468,6291.70937800518,25877.784560040167,32934.03742553797,35906.94377699401
paper-faithful-v4,steady,8,3,143.02099945618934,121.0784912109375,298.104953765869,556.9358158111564,2174.9837398529053,59.22839641688605,55.86601908390339,91.6396503261229,114.60043802044576,219.57312524318695,9852.72726735621,7301.7751300067175,26930.847428212288,33689.619515678474,37269.21946500079
released-prototype,bursty,8,1,124.80013534599671,71.37632369995117,271.6254591941832,975.178439617139,5091.753244400024,34.75321009894484,31.740766515334446,66.2793452290172,105.25447868151697,174.46257174015045,5744.785403579667,3691.0501634993125,17758.815859098097,23229.585948586893,32741.241889001685
released-prototype,bursty,8,2,409.72216870738794,115.38374423980713,2125.146269798279,6779.17300462723,8451.719522476196,60.898398571173196,51.945750903597514,117.51114488929832,206.2863582656497,320.9047019481659,9925.512948550713,7080.535253007838,29810.008739506884,40658.00747114558,50533.202688995516
released-prototype,bursty,8,3,297.3366490477394,119.96078491210938,995.7840442657471,4262.847623825073,7419.391393661499,85.45482634776823,54.16225132189299,237.64257223317117,472.80560553073883,824.6025443077087,12050.650580661964,8413.80777899758,39857.58881220244,61291.76295424346,72496.97878099687
released-prototype,bursty,20,1,1158.639891223202,239.60328102111816,5339.220225811005,7841.4926528930655,9672.696828842163,267.81002305043745,172.77568047589597,870.7766532897949,1896.2410353124133,3120.3700453042984,30232.66590165576,19447.57587100321,89480.14347849676,106768.80388305579,120703.10602500103
released-prototype,bursty,20,2,836.4134132200156,180.02796173095703,3847.9378223419117,7539.158229827875,10265.249729156494,215.67269863961067,114.11359906196594,792.2512975122237,1722.8450354662757,3095.036029815674,23961.599240483458,15945.98287800909,74259.29217619989,98686.35433339622,114386.27971100505
released-prototype,bursty,20,3,1377.795271815391,237.6401424407959,4764.838504791258,12174.620208740229,14842.874526977539,248.53463910801975,149.45463836193085,869.6082174777982,1753.7441513818837,2258.071318268776,28609.438403549768,20324.783962001675,88224.28867260457,108766.65476712573,125378.41511500301
released-prototype,steady,8,1,121.05240157587612,104.93993759155273,238.1640315055845,442.47872591018654,912.4822616577148,48.76832077029423,47.47816291912511,75.28338862790002,86.62131029096508,168.48161390849523,8287.124295112662,5542.618372994184,23970.395776998335,28451.573633816864,31117.632319990662
released-prototype,steady,8,2,121.87525310862006,104.59661483764648,234.60645675659185,429.2750263214112,1899.8143672943115,50.902893038129534,48.67883376453234,72.24021822474496,84.63454355796179,105.08455336093903,8628.006149215325,6054.02337799751,24154.479061647726,26865.762366739364,28405.892616006895
released-prototype,steady,8,3,126.56606605372478,109.83896255493164,254.18000221252424,447.50005722045876,1279.7000408172607,53.57631088576283,51.9038587808609,76.47083997726438,94.14674467510643,186.0271543264389,8990.101331613458,6581.145226009539,25195.406387210816,27798.709508797616,28914.173654993647
